
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  40245f:	44 8b 05 ca 4c 00 00 	mov    0x4cca(%rip),%r8d        # 407130 <target_id>
  402466:	48 8d 0d 96 1f 00 00 	lea    0x1f96(%rip),%rcx        # 404403 <_IO_stdin_used+0x403>
  40246d:	ba 00 20 00 00       	mov    $0x2000,%edx
  402472:	be 01 00 00 00       	mov    $0x1,%esi
  402477:	b8 00 00 00 00       	mov    $0x0,%eax
  40247c:	e8 af ef ff ff       	callq  401430 <__sprintf_chk@plt>
  402481:	48 83 c4 20          	add    $0x20,%rsp
  402485:	83 3d fc 4f 00 00 00 	cmpl   $0x0,0x4ffc(%rip)        # 407488 <notify>
  40248c:	0f 84 ae 00 00 00    	je     402540 <notify_server+0x186>
  402492:	85 db                	test   %ebx,%ebx
  402494:	74 7d                	je     402513 <notify_server+0x159>
  402496:	48 89 e1             	mov    %rsp,%rcx
  402499:	4c 8d 8c 24 00 20 00 	lea    0x2000(%rsp),%r9
  4024a0:	00 
  4024a1:	41 b8 00 00 00 00    	mov    $0x0,%r8d
  4024a7:	48 8b 15 9a 4c 00 00 	mov    0x4c9a(%rip),%rdx        # 407148 <lab>
  4024ae:	48 8b 35 9b 4c 00 00 	mov    0x4c9b(%rip),%rsi        # 407150 <course>
  4024b5:	48 8b 3d 84 4c 00 00 	mov    0x4c84(%rip),%rdi        # 407140 <user_id>
  4024bc:	e8 a9 11 00 00       	callq  40366a <driver_post>
  4024c1:	85 c0                	test   %eax,%eax
  4024c3:	78 26                	js     4024eb <notify_server+0x131>
  4024c5:	48 8d 3d 7c 20 00 00 	lea    0x207c(%rip),%rdi        # 404548 <_IO_stdin_used+0x548>
  4024cc:	e8 bf ed ff ff       	callq  401290 <puts@plt>
  4024d1:	48 8d 3d 53 1f 00 00 	lea    0x1f53(%rip),%rdi        # 40442b <_IO_stdin_used+0x42b>
  4024d8:	e8 b3 ed ff ff       	callq  401290 <puts@plt>
  4024dd:	eb 40                	jmp    40251f <notify_server+0x165>
  4024df:	48 8d 2d 13 1f 00 00 	lea    0x1f13(%rip),%rbp        # 4043f9 <_IO_stdin_used+0x3f9>
  4024e6:	e9 63 ff ff ff       	jmpq   40244e <notify_server+0x94>
  4024eb:	48 8d 94 24 00 20 00 	lea    0x2000(%rsp),%rdx
  4024f2:	00 
  4024f3:	48 8d 35 25 1f 00 00 	lea    0x1f25(%rip),%rsi        # 40441f <_IO_stdin_used+0x41f>
  4024fa:	bf 01 00 00 00       	mov    $0x1,%edi
  4024ff:	b8 00 00 00 00       	mov    $0x0,%eax
  402504:	e8 97 ee ff ff       	callq  4013a0 <__printf_chk@plt>
  402509:	bf 01 00 00 00       	mov    $0x1,%edi
  40250e:	e8 dd ee ff ff       	callq  4013f0 <exit@plt>
  402513:	48 8d 3d 1b 1f 00 00 	lea    0x1f1b(%rip),%rdi        # 404435 <_IO_stdin_used+0x435>
  40251a:	e8 71 ed ff ff       	callq  401290 <puts@plt>
  40251f:	48 8b 84 24 08 40 00 	mov    0x4008(%rsp),%rax
  402526:	00 
  402527:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  40252e:	00 00 
  402530:	0f 85 98 00 00 00    	jne    4025ce <notify_server+0x214>
  402536:	48 81 c4 18 40 00 00 	add    $0x4018,%rsp
  40253d:	5b                   	pop    %rbx
  40253e:	5d                   	pop    %rbp
  40253f:	c3                   	retq   
  402540:	48 89 ea             	mov    %rbp,%rdx
  402543:	48 8d 35 36 20 00 00 	lea    0x2036(%rip),%rsi        # 404580 <_IO_stdin_used+0x580>
  40254a:	bf 01 00 00 00       	mov    $0x1,%edi
  40254f:	b8 00 00 00 00       	mov    $0x0,%eax
  402554:	e8 47 ee ff ff       	callq  4013a0 <__printf_chk@plt>
  402559:	48 8b 15 e0 4b 00 00 	mov    0x4be0(%rip),%rdx        # 407140 <user_id>
  402560:	48 8d 35 d5 1e 00 00 	lea    0x1ed5(%rip),%rsi        # 40443c <_IO_stdin_used+0x43c>
  402567:	bf 01 00 00 00       	mov    $0x1,%edi
  40256c:	b8 00 00 00 00       	mov    $0x0,%eax
  402571:	e8 2a ee ff ff       	callq  4013a0 <__printf_chk@plt>
  402576:	48 8b 15 d3 4b 00 00 	mov    0x4bd3(%rip),%rdx        # 407150 <course>
  40257d:	48 8d 35 c5 1e 00 00 	lea    0x1ec5(%rip),%rsi        # 404449 <_IO_stdin_used+0x449>
  402584:	bf 01 00 00 00       	mov    $0x1,%edi
  402589:	b8 00 00 00 00       	mov    $0x0,%eax
  40258e:	e8 0d ee ff ff       	callq  4013a0 <__printf_chk@plt>
  402593:	48 8b 15 ae 4b 00 00 	mov    0x4bae(%rip),%rdx        # 407148 <lab>
  40259a:	48 8d 35 b4 1e 00 00 	lea    0x1eb4(%rip),%rsi        # 404455 <_IO_stdin_used+0x455>
  4025a1:	bf 01 00 00 00       	mov    $0x1,%edi
  4025a6:	b8 00 00 00 00       	mov    $0x0,%eax
  4025ab:	e8 f0 ed ff ff       	callq  4013a0 <__printf_chk@plt>
  4025b0:	48 89 e2             	mov    %rsp,%rdx
  4025b3:	48 8d 35 a4 1e 00 00 	lea    0x1ea4(%rip),%rsi        # 40445e <_IO_stdin_used+0x45e>
  4025ba:	bf 01 00 00 00       	mov    $0x1,%edi
  4025bf:	b8 00 00 00 00       	mov    $0x0,%eax
  4025c4:	e8 d7 ed ff ff       	callq  4013a0 <__printf_chk@plt>
  4025c9:	e9 51 ff ff ff       	jmpq   40251f <notify_server+0x165>
  4025ce:	e8 dd ec ff ff       	callq  4012b0 <__stack_chk_fail@plt>

00000000004025d3 <validate>:
  4025d3:	53                   	push   %rbx
  4025d4:	89 fb                	mov    %edi,%ebx
  4025d6:	83 3d 2b 4f 00 00 00 	cmpl   $0x0,0x4f2b(%rip)        # 407508 <is_checker>
  4025dd:	74 72                	je     402651 <validate+0x7e>
  4025df:	39 3d 17 4f 00 00    	cmp    %edi,0x4f17(%rip)        # 4074fc <vlevel>
  4025e5:	75 32                	jne    402619 <validate+0x46>
  4025e7:	8b 15 0b 4f 00 00    	mov    0x4f0b(%rip),%edx        # 4074f8 <check_level>
  4025ed:	39 fa                	cmp    %edi,%edx
  4025ef:	75 3e                	jne    40262f <validate+0x5c>
  4025f1:	0f be 15 30 5b 00 00 	movsbl 0x5b30(%rip),%edx        # 408128 <target_prefix>
  4025f8:	4c 8d 05 21 4f 00 00 	lea    0x4f21(%rip),%r8        # 407520 <gets_buf>
  4025ff:	89 f9                	mov    %edi,%ecx
  402601:	48 8d 35 80 1e 00 00 	lea    0x1e80(%rip),%rsi        # 404488 <_IO_stdin_used+0x488>
  402608:	bf 01 00 00 00       	mov    $0x1,%edi
  40260d:	b8 00 00 00 00       	mov    $0x0,%eax
  402612:	e8 89 ed ff ff       	callq  4013a0 <__printf_chk@plt>
  402617:	5b                   	pop    %rbx
  402618:	c3                   	retq   
  402619:	48 8d 3d 4a 1e 00 00 	lea    0x1e4a(%rip),%rdi        # 40446a <_IO_stdin_used+0x46a>
  402620:	e8 6b ec ff ff       	callq  401290 <puts@plt>
  402625:	b8 00 00 00 00       	mov    $0x0,%eax
  40262a:	e8 ff fc ff ff       	callq  40232e <check_fail>
  40262f:	89 f9                	mov    %edi,%ecx
  402631:	48 8d 35 70 1f 00 00 	lea    0x1f70(%rip),%rsi        # 4045a8 <_IO_stdin_used+0x5a8>
  402638:	bf 01 00 00 00       	mov    $0x1,%edi
  40263d:	b8 00 00 00 00       	mov    $0x0,%eax
  402642:	e8 59 ed ff ff       	callq  4013a0 <__printf_chk@plt>
  402647:	b8 00 00 00 00       	mov    $0x0,%eax
  40264c:	e8 dd fc ff ff       	callq  40232e <check_fail>
  402651:	39 3d a5 4e 00 00    	cmp    %edi,0x4ea5(%rip)        # 4074fc <vlevel>
  402657:	74 1a                	je     402673 <validate+0xa0>
  402659:	48 8d 3d 0a 1e 00 00 	lea    0x1e0a(%rip),%rdi        # 40446a <_IO_stdin_used+0x46a>
  402660:	e8 2b ec ff ff       	callq  401290 <puts@plt>
  402665:	89 de                	mov    %ebx,%esi
  402667:	bf 00 00 00 00       	mov    $0x0,%edi
  40266c:	e8 49 fd ff ff       	callq  4023ba <notify_server>
  402671:	eb a4                	jmp    402617 <validate+0x44>
  402673:	0f be 0d ae 5a 00 00 	movsbl 0x5aae(%rip),%ecx        # 408128 <target_prefix>
  40267a:	89 fa                	mov    %edi,%edx
  40267c:	48 8d 35 4d 1f 00 00 	lea    0x1f4d(%rip),%rsi        # 4045d0 <_IO_stdin_used+0x5d0>
  402683:	bf 01 00 00 00       	mov    $0x1,%edi
  402688:	b8 00 00 00 00       	mov    $0x0,%eax
  40268d:	e8 0e ed ff ff       	callq  4013a0 <__printf_chk@plt>
  402692:	89 de                	mov    %ebx,%esi
  402694:	bf 01 00 00 00       	mov    $0x1,%edi
  402699:	e8 1c fd ff ff       	callq  4023ba <notify_server>
  40269e:	e9 74 ff ff ff       	jmpq   402617 <validate+0x44>

00000000004026a3 <fail>:
  4026a3:	48 83 ec 08          	sub    $0x8,%rsp
  4026a7:	83 3d 5a 4e 00 00 00 	cmpl   $0x0,0x4e5a(%rip)        # 407508 <is_checker>
  4026ae:	75 11                	jne    4026c1 <fail+0x1e>
  4026b0:	89 fe                	mov    %edi,%esi
  4026b2:	bf 00 00 00 00       	mov    $0x0,%edi
  4026b7:	e8 fe fc ff ff       	callq  4023ba <notify_server>
  4026bc:	48 83 c4 08          	add    $0x8,%rsp
  4026c0:	c3                   	retq   
  4026c1:	b8 00 00 00 00       	mov    $0x0,%eax
  4026c6:	e8 63 fc ff ff       	callq  40232e <check_fail>

00000000004026cb <bushandler>:
  4026cb:	50                   	push   %rax
  4026cc:	58                   	pop    %rax
  4026cd:	48 83 ec 08          	sub    $0x8,%rsp
  4026d1:	83 3d 30 4e 00 00 00 	cmpl   $0x0,0x4e30(%rip)        # 407508 <is_checker>
  4026d8:	74 16                	je     4026f0 <bushandler+0x25>
  4026da:	48 8d 3d bc 1d 00 00 	lea    0x1dbc(%rip),%rdi        # 40449d <_IO_stdin_used+0x49d>
  4026e1:	e8 aa eb ff ff       	callq  401290 <puts@plt>
  4026e6:	b8 00 00 00 00       	mov    $0x0,%eax
  4026eb:	e8 3e fc ff ff       	callq  40232e <check_fail>
  4026f0:	48 8d 3d 11 1f 00 00 	lea    0x1f11(%rip),%rdi        # 404608 <_IO_stdin_used+0x608>
  4026f7:	e8 94 eb ff ff       	callq  401290 <puts@plt>
  4026fc:	48 8d 3d a4 1d 00 00 	lea    0x1da4(%rip),%rdi        # 4044a7 <_IO_stdin_used+0x4a7>
  402703:	e8 88 eb ff ff       	callq  401290 <puts@plt>
  402708:	be 00 00 00 00       	mov    $0x0,%esi
  40270d:	bf 00 00 00 00       	mov    $0x0,%edi
  402712:	e8 a3 fc ff ff       	callq  4023ba <notify_server>
  402717:	bf 01 00 00 00       	mov    $0x1,%edi
  40271c:	e8 cf ec ff ff       	callq  4013f0 <exit@plt>

0000000000402721 <seghandler>:
  402721:	50                   	push   %rax
  402722:	58                   	pop    %rax
  402723:	48 83 ec 08          	sub    $0x8,%rsp
  402727:	83 3d da 4d 00 00 00 	cmpl   $0x0,0x4dda(%rip)        # 407508 <is_checker>
  40272e:	74 16                	je     402746 <seghandler+0x25>
  402730:	48 8d 3d 86 1d 00 00 	lea    0x1d86(%rip),%rdi        # 4044bd <_IO_stdin_used+0x4bd>
  402737:	e8 54 eb ff ff       	callq  401290 <puts@plt>
  40273c:	b8 00 00 00 00       	mov    $0x0,%eax
  402741:	e8 e8 fb ff ff       	callq  40232e <check_fail>
  402746:	48 8d 3d db 1e 00 00 	lea    0x1edb(%rip),%rdi        # 404628 <_IO_stdin_used+0x628>
  40274d:	e8 3e eb ff ff       	callq  401290 <puts@plt>
  402752:	48 8d 3d 4e 1d 00 00 	lea    0x1d4e(%rip),%rdi        # 4044a7 <_IO_stdin_used+0x4a7>
  402759:	e8 32 eb ff ff       	callq  401290 <puts@plt>
  40275e:	be 00 00 00 00       	mov    $0x0,%esi
  402763:	bf 00 00 00 00       	mov    $0x0,%edi
  402768:	e8 4d fc ff ff       	callq  4023ba <notify_server>
  40276d:	bf 01 00 00 00       	mov    $0x1,%edi
  402772:	e8 79 ec ff ff       	callq  4013f0 <exit@plt>

0000000000402777 <illegalhandler>:
  402777:	50                   	push   %rax
  402778:	58                   	pop    %rax
  402779:	48 83 ec 08          	sub    $0x8,%rsp
  40277d:	83 3d 84 4d 00 00 00 	cmpl   $0x0,0x4d84(%rip)        # 407508 <is_checker>
  402784:	74 16                	je     40279c <illegalhandler+0x25>
  402786:	48 8d 3d 43 1d 00 00 	lea    0x1d43(%rip),%rdi        # 4044d0 <_IO_stdin_used+0x4d0>
  40278d:	e8 fe ea ff ff       	callq  401290 <puts@plt>
  402792:	b8 00 00 00 00       	mov    $0x0,%eax
  402797:	e8 92 fb ff ff       	callq  40232e <check_fail>
  40279c:	48 8d 3d ad 1e 00 00 	lea    0x1ead(%rip),%rdi        # 404650 <_IO_stdin_used+0x650>
  4027a3:	e8 e8 ea ff ff       	callq  401290 <puts@plt>
  4027a8:	48 8d 3d f8 1c 00 00 	lea    0x1cf8(%rip),%rdi        # 4044a7 <_IO_stdin_used+0x4a7>
  4027af:	e8 dc ea ff ff       	callq  401290 <puts@plt>
  4027b4:	be 00 00 00 00       	mov    $0x0,%esi
  4027b9:	bf 00 00 00 00       	mov    $0x0,%edi
  4027be:	e8 f7 fb ff ff       	callq  4023ba <notify_server>
  4027c3:	bf 01 00 00 00       	mov    $0x1,%edi
  4027c8:	e8 23 ec ff ff       	callq  4013f0 <exit@plt>

00000000004027cd <sigalrmhandler>:
  4027cd:	50                   	push   %rax
  4027ce:	58                   	pop    %rax
  4027cf:	48 83 ec 08          	sub    $0x8,%rsp
  4027d3:	83 3d 2e 4d 00 00 00 	cmpl   $0x0,0x4d2e(%rip)        # 407508 <is_checker>
  4027da:	74 16                	je     4027f2 <sigalrmhandler+0x25>
  4027dc:	48 8d 3d 01 1d 00 00 	lea    0x1d01(%rip),%rdi        # 4044e4 <_IO_stdin_used+0x4e4>
  4027e3:	e8 a8 ea ff ff       	callq  401290 <puts@plt>
  4027e8:	b8 00 00 00 00       	mov    $0x0,%eax
  4027ed:	e8 3c fb ff ff       	callq  40232e <check_fail>
  4027f2:	ba 05 00 00 00       	mov    $0x5,%edx
  4027f7:	48 8d 35 82 1e 00 00 	lea    0x1e82(%rip),%rsi        # 404680 <_IO_stdin_used+0x680>
  4027fe:	bf 01 00 00 00       	mov    $0x1,%edi
  402803:	b8 00 00 00 00       	mov    $0x0,%eax
  402808:	e8 93 eb ff ff       	callq  4013a0 <__printf_chk@plt>
  40280d:	be 00 00 00 00       	mov    $0x0,%esi
  402812:	bf 00 00 00 00       	mov    $0x0,%edi
  402817:	e8 9e fb ff ff       	callq  4023ba <notify_server>
  40281c:	bf 01 00 00 00       	mov    $0x1,%edi
  402821:	e8 ca eb ff ff       	callq  4013f0 <exit@plt>

0000000000402826 <launch>:
  402826:	55                   	push   %rbp
  402827:	48 89 e5             	mov    %rsp,%rbp
  40282a:	48 83 ec 10          	sub    $0x10,%rsp
  40282e:	48 89 fa             	mov    %rdi,%rdx
  402831:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402838:	00 00 
  40283a:	48 89 45 f8          	mov    %rax,-0x8(%rbp)
  40283e:	31 c0                	xor    %eax,%eax
  402840:	48 8d 47 17          	lea    0x17(%rdi),%rax
  402844:	48 89 c1             	mov    %rax,%rcx
  402847:	48 83 e1 f0          	and    $0xfffffffffffffff0,%rcx
  40284b:	48 25 00 f0 ff ff    	and    $0xfffffffffffff000,%rax
  402851:	48 89 e6             	mov    %rsp,%rsi
  402854:	48 29 c6             	sub    %rax,%rsi
  402857:	48 89 f0             	mov    %rsi,%rax
  40285a:	48 39 c4             	cmp    %rax,%rsp
  40285d:	74 12                	je     402871 <launch+0x4b>
  40285f:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  402866:	48 83 8c 24 f8 0f 00 	orq    $0x0,0xff8(%rsp)
  40286d:	00 00 
  40286f:	eb e9                	jmp    40285a <launch+0x34>
  402871:	48 89 c8             	mov    %rcx,%rax
  402874:	25 ff 0f 00 00       	and    $0xfff,%eax
  402879:	48 29 c4             	sub    %rax,%rsp
  40287c:	48 85 c0             	test   %rax,%rax
  40287f:	74 06                	je     402887 <launch+0x61>
  402881:	48 83 4c 04 f8 00    	orq    $0x0,-0x8(%rsp,%rax,1)
  402887:	48 8d 7c 24 0f       	lea    0xf(%rsp),%rdi
  40288c:	48 83 e7 f0          	and    $0xfffffffffffffff0,%rdi
  402890:	be f4 00 00 00       	mov    $0xf4,%esi
  402895:	e8 36 ea ff ff       	callq  4012d0 <memset@plt>
  40289a:	48 8b 05 ff 4b 00 00 	mov    0x4bff(%rip),%rax        # 4074a0 <stdin@@GLIBC_2.2.5>
  4028a1:	48 39 05 48 4c 00 00 	cmp    %rax,0x4c48(%rip)        # 4074f0 <infile>
  4028a8:	74 3a                	je     4028e4 <launch+0xbe>
  4028aa:	c7 05 48 4c 00 00 00 	movl   $0x0,0x4c48(%rip)        # 4074fc <vlevel>
  4028b1:	00 00 00 
  4028b4:	b8 00 00 00 00       	mov    $0x0,%eax
  4028b9:	e8 04 f8 ff ff       	callq  4020c2 <test>
  4028be:	83 3d 43 4c 00 00 00 	cmpl   $0x0,0x4c43(%rip)        # 407508 <is_checker>
  4028c5:	75 35                	jne    4028fc <launch+0xd6>
  4028c7:	48 8d 3d 36 1c 00 00 	lea    0x1c36(%rip),%rdi        # 404504 <_IO_stdin_used+0x504>
  4028ce:	e8 bd e9 ff ff       	callq  401290 <puts@plt>
  4028d3:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
  4028d7:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  4028de:	00 00 
  4028e0:	75 30                	jne    402912 <launch+0xec>
  4028e2:	c9                   	leaveq 
  4028e3:	c3                   	retq   
  4028e4:	48 8d 35 01 1c 00 00 	lea    0x1c01(%rip),%rsi        # 4044ec <_IO_stdin_used+0x4ec>
  4028eb:	bf 01 00 00 00       	mov    $0x1,%edi
  4028f0:	b8 00 00 00 00       	mov    $0x0,%eax
  4028f5:	e8 a6 ea ff ff       	callq  4013a0 <__printf_chk@plt>
  4028fa:	eb ae                	jmp    4028aa <launch+0x84>
  4028fc:	48 8d 3d f6 1b 00 00 	lea    0x1bf6(%rip),%rdi        # 4044f9 <_IO_stdin_used+0x4f9>
  402903:	e8 88 e9 ff ff       	callq  401290 <puts@plt>
  402908:	b8 00 00 00 00       	mov    $0x0,%eax
  40290d:	e8 1c fa ff ff       	callq  40232e <check_fail>
  402912:	e8 99 e9 ff ff       	callq  4012b0 <__stack_chk_fail@plt>

0000000000402917 <stable_launch>:
  402917:	53                   	push   %rbx
  402918:	48 89 3d c9 4b 00 00 	mov    %rdi,0x4bc9(%rip)        # 4074e8 <global_offset>
  40291f:	41 b9 00 00 00 00    	mov    $0x0,%r9d
  402925:	41 b8 00 00 00 00    	mov    $0x0,%r8d
  40292b:	b9 32 01 00 00       	mov    $0x132,%ecx
  402930:	ba 07 00 00 00       	mov    $0x7,%edx
  402935:	be 00 00 10 00       	mov    $0x100000,%esi
  40293a:	bf 00 60 58 55       	mov    $0x55586000,%edi
  40293f:	e8 7c e9 ff ff       	callq  4012c0 <mmap@plt>
  402944:	48 89 c3             	mov    %rax,%rbx
  402947:	48 3d 00 60 58 55    	cmp    $0x55586000,%rax
  40294d:	75 43                	jne    402992 <stable_launch+0x7b>
  40294f:	48 8d 90 f8 ff 0f 00 	lea    0xffff8(%rax),%rdx
  402956:	48 89 15 d3 57 00 00 	mov    %rdx,0x57d3(%rip)        # 408130 <stack_top>
  40295d:	48 89 e0             	mov    %rsp,%rax
  402960:	48 89 d4             	mov    %rdx,%rsp
  402963:	48 89 c2             	mov    %rax,%rdx
  402966:	48 89 15 73 4b 00 00 	mov    %rdx,0x4b73(%rip)        # 4074e0 <global_save_stack>
  40296d:	48 8b 3d 74 4b 00 00 	mov    0x4b74(%rip),%rdi        # 4074e8 <global_offset>
  402974:	e8 ad fe ff ff       	callq  402826 <launch>
  402979:	48 8b 05 60 4b 00 00 	mov    0x4b60(%rip),%rax        # 4074e0 <global_save_stack>
  402980:	48 89 c4             	mov    %rax,%rsp
  402983:	be 00 00 10 00       	mov    $0x100000,%esi
  402988:	48 89 df             	mov    %rbx,%rdi
  40298b:	e8 00 ea ff ff       	callq  401390 <munmap@plt>
  402990:	5b                   	pop    %rbx
  402991:	c3                   	retq   
  402992:	be 00 00 10 00       	mov    $0x100000,%esi
  402997:	48 89 c7             	mov    %rax,%rdi
  40299a:	e8 f1 e9 ff ff       	callq  401390 <munmap@plt>
  40299f:	b9 00 60 58 55       	mov    $0x55586000,%ecx
  4029a4:	48 8d 15 0d 1d 00 00 	lea    0x1d0d(%rip),%rdx        # 4046b8 <_IO_stdin_used+0x6b8>
  4029ab:	be 01 00 00 00       	mov    $0x1,%esi
  4029b0:	48 8b 3d 09 4b 00 00 	mov    0x4b09(%rip),%rdi        # 4074c0 <stderr@@GLIBC_2.2.5>
  4029b7:	b8 00 00 00 00       	mov    $0x0,%eax
  4029bc:	e8 4f ea ff ff       	callq  401410 <__fprintf_chk@plt>
  4029c1:	bf 01 00 00 00       	mov    $0x1,%edi
  4029c6:	e8 25 ea ff ff       	callq  4013f0 <exit@plt>

00000000004029cb <rio_readinitb>:
  4029cb:	89 37                	mov    %esi,(%rdi)
  4029cd:	c7 47 04 00 00 00 00 	movl   $0x0,0x4(%rdi)
  4029d4:	48 8d 47 10          	lea    0x10(%rdi),%rax
  4029d8:	48 89 47 08          	mov    %rax,0x8(%rdi)
  4029dc:	c3                   	retq   

00000000004029dd <sigalrm_handler>:
  4029dd:	50                   	push   %rax
  4029de:	58                   	pop    %rax
  4029df:	48 83 ec 08          	sub    $0x8,%rsp
  4029e3:	b9 00 00 00 00       	mov    $0x0,%ecx
  4029e8:	48 8d 15 01 1d 00 00 	lea    0x1d01(%rip),%rdx        # 4046f0 <trans_char+0x10>
  4029ef:	be 01 00 00 00       	mov    $0x1,%esi
  4029f4:	48 8b 3d c5 4a 00 00 	mov    0x4ac5(%rip),%rdi        # 4074c0 <stderr@@GLIBC_2.2.5>
  4029fb:	b8 00 00 00 00       	mov    $0x0,%eax
  402a00:	e8 0b ea ff ff       	callq  401410 <__fprintf_chk@plt>
  402a05:	bf 01 00 00 00       	mov    $0x1,%edi
  402a0a:	e8 e1 e9 ff ff       	callq  4013f0 <exit@plt>

0000000000402a0f <rio_writen>:
  402a0f:	41 55                	push   %r13
  402a11:	41 54                	push   %r12
  402a13:	55                   	push   %rbp
  402a14:	53                   	push   %rbx
  402a15:	48 83 ec 08          	sub    $0x8,%rsp
  402a19:	41 89 fc             	mov    %edi,%r12d
  402a1c:	48 89 f5             	mov    %rsi,%rbp
  402a1f:	49 89 d5             	mov    %rdx,%r13
  402a22:	48 89 d3             	mov    %rdx,%rbx
  402a25:	eb 06                	jmp    402a2d <rio_writen+0x1e>
  402a27:	48 29 c3             	sub    %rax,%rbx
  402a2a:	48 01 c5             	add    %rax,%rbp
  402a2d:	48 85 db             	test   %rbx,%rbx
  402a30:	74 24                	je     402a56 <rio_writen+0x47>
  402a32:	48 89 da             	mov    %rbx,%rdx
  402a35:	48 89 ee             	mov    %rbp,%rsi
  402a38:	44 89 e7             	mov    %r12d,%edi
  402a3b:	e8 60 e8 ff ff       	callq  4012a0 <write@plt>
  402a40:	48 85 c0             	test   %rax,%rax
  402a43:	7f e2                	jg     402a27 <rio_writen+0x18>
  402a45:	e8 06 e8 ff ff       	callq  401250 <__errno_location@plt>
  402a4a:	83 38 04             	cmpl   $0x4,(%rax)
  402a4d:	75 15                	jne    402a64 <rio_writen+0x55>
  402a4f:	b8 00 00 00 00       	mov    $0x0,%eax
  402a54:	eb d1                	jmp    402a27 <rio_writen+0x18>
  402a56:	4c 89 e8             	mov    %r13,%rax
  402a59:	48 83 c4 08          	add    $0x8,%rsp
  402a5d:	5b                   	pop    %rbx
  402a5e:	5d                   	pop    %rbp
  402a5f:	41 5c                	pop    %r12
  402a61:	41 5d                	pop    %r13
  402a63:	c3                   	retq   
  402a64:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
  402a6b:	eb ec                	jmp    402a59 <rio_writen+0x4a>

0000000000402a6d <rio_read>:
  402a6d:	41 55                	push   %r13
  402a6f:	41 54                	push   %r12
  402a71:	55                   	push   %rbp
  402a72:	53                   	push   %rbx
  402a73:	48 83 ec 08          	sub    $0x8,%rsp
  402a77:	48 89 fb             	mov    %rdi,%rbx
  402a7a:	49 89 f5             	mov    %rsi,%r13
  402a7d:	49 89 d4             	mov    %rdx,%r12
  402a80:	eb 17                	jmp    402a99 <rio_read+0x2c>
  402a82:	e8 c9 e7 ff ff       	callq  401250 <__errno_location@plt>
  402a87:	83 38 04             	cmpl   $0x4,(%rax)
  402a8a:	74 0d                	je     402a99 <rio_read+0x2c>
  402a8c:	48 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%rax
  402a93:	eb 54                	jmp    402ae9 <rio_read+0x7c>
  402a95:	48 89 6b 08          	mov    %rbp,0x8(%rbx)
  402a99:	8b 6b 04             	mov    0x4(%rbx),%ebp
  402a9c:	85 ed                	test   %ebp,%ebp
  402a9e:	7f 23                	jg     402ac3 <rio_read+0x56>
  402aa0:	48 8d 6b 10          	lea    0x10(%rbx),%rbp
  402aa4:	8b 3b                	mov    (%rbx),%edi
  402aa6:	ba 00 20 00 00       	mov    $0x2000,%edx
  402aab:	48 89 ee             	mov    %rbp,%rsi
  402aae:	e8 4d e8 ff ff       	callq  401300 <read@plt>
  402ab3:	89 43 04             	mov    %eax,0x4(%rbx)
  402ab6:	85 c0                	test   %eax,%eax
  402ab8:	78 c8                	js     402a82 <rio_read+0x15>
  402aba:	75 d9                	jne    402a95 <rio_read+0x28>
  402abc:	b8 00 00 00 00       	mov    $0x0,%eax
  402ac1:	eb 26                	jmp    402ae9 <rio_read+0x7c>
  402ac3:	89 e8                	mov    %ebp,%eax
  402ac5:	4c 39 e0             	cmp    %r12,%rax
  402ac8:	72 03                	jb     402acd <rio_read+0x60>
  402aca:	44 89 e5             	mov    %r12d,%ebp
  402acd:	4c 63 e5             	movslq %ebp,%r12
  402ad0:	48 8b 73 08          	mov    0x8(%rbx),%rsi
  402ad4:	4c 89 e2             	mov    %r12,%rdx
  402ad7:	4c 89 ef             	mov    %r13,%rdi
  402ada:	e8 71 e8 ff ff       	callq  401350 <memcpy@plt>
  402adf:	4c 01 63 08          	add    %r12,0x8(%rbx)
  402ae3:	29 6b 04             	sub    %ebp,0x4(%rbx)
  402ae6:	4c 89 e0             	mov    %r12,%rax
  402ae9:	48 83 c4 08          	add    $0x8,%rsp
  402aed:	5b                   	pop    %rbx
  402aee:	5d                   	pop    %rbp
  402aef:	41 5c                	pop    %r12
  402af1:	41 5d                	pop    %r13
  402af3:	c3                   	retq   

0000000000402af4 <rio_readlineb>:
  402af4:	41 55                	push   %r13
  402af6:	41 54                	push   %r12
  402af8:	55                   	push   %rbp
  402af9:	53                   	push   %rbx
  402afa:	48 83 ec 18          	sub    $0x18,%rsp
  402afe:	49 89 fd             	mov    %rdi,%r13
  402b01:	48 89 f5             	mov    %rsi,%rbp
  402b04:	49 89 d4             	mov    %rdx,%r12
  402b07:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402b0e:	00 00 
  402b10:	48 89 44 24 08       	mov    %rax,0x8(%rsp)
